iter	MultiClass
227	1.203664388
228	1.20199708
229	1.199628429
230	1.197969816
231	1.196308494
232	1.194582015
233	1.192666764
234	1.191122921
235	1.18942261
236	1.187052991
237	1.185841547
238	1.18425644
239	1.183024485
240	1.181493287
241	1.17997537
242	1.177935816
243	1.176655842
244	1.174599565
245	1.173160468
246	1.171537305
247	1.170155659
248	1.168221697
249	1.166371455
250	1.164807161
251	1.162614874
252	1.160592286
253	1.159412922
254	1.157838391
255	1.155648596
256	1.153597501
257	1.151582149
258	1.150034445
259	1.14886401
260	1.14725386
261	1.146081063
262	1.144519067
263	1.142884007
264	1.141298795
265	1.139442873
266	1.138086989
267	1.136528139
268	1.135162881
269	1.133858138
270	1.132691616
271	1.131109135
272	1.129453764
273	1.127914446
274	1.126729069
275	1.124821699
276	1.123551956
277	1.122508303
278	1.121292725
279	1.120130651
280	1.11861846
281	1.117112056
282	1.115702532
283	1.114125288
284	1.11253079
285	1.111105908
286	1.109246423
287	1.108151757
288	1.106465906
289	1.105124772
290	1.103053523
291	1.101574633
292	1.100242628
293	1.098350288
294	1.096544815
295	1.095233933
296	1.093845014
297	1.092602962
298	1.090983363
299	1.088901776
300	1.087904167
301	1.087067509
302	1.085722055
303	1.084231792
304	1.083022934
305	1.081311516
306	1.079372889
307	1.078302839
308	1.076994627
309	1.075425841
310	1.073620224
311	1.072390581
312	1.070744789
313	1.069199413
314	1.067449432
315	1.066255209
316	1.065003811
317	1.06333854
318	1.062220312
319	1.060374484
320	1.058876268
321	1.057434388
322	1.056328878
323	1.055293792
324	1.05313514
325	1.051989567
326	1.050757528
327	1.049178474
328	1.047731208
329	1.046411835
330	1.044290643
331	1.043005545
332	1.041977991
333	1.04113386
334	1.039768619
335	1.038384393
336	1.037068004
337	1.035567454
338	1.034231955
339	1.032890182
340	1.031198369
341	1.029564139
342	1.028259667
343	1.02746359
344	1.026304378
345	1.024972985
346	1.023580073
347	1.022411375
348	1.020850163
349	1.019632451
350	1.018636081
351	1.017605038
352	1.016599693
353	1.015196708
354	1.014217713
355	1.012648958
356	1.011132656
357	1.009597795
358	1.00877087
359	1.007125127
360	1.006614098
361	1.005832602
362	1.004991415
363	1.003518722
364	1.002592213
365	1.001353173
366	1.000554479
367	0.9994888649
368	0.997897034
369	0.9965074166
370	0.9951012581
371	0.9942341173
372	0.9934250763
373	0.9920617614
374	0.9909073725
375	0.9898159118
376	0.9891231118
377	0.9876646973
378	0.9860230555
379	0.9846304063
380	0.9833230329
381	0.9816340503
382	0.9807840595
383	0.9791501125
384	0.9776942595
385	0.9758157883
386	0.9744630113
387	0.9733930601
388	0.9726933655
389	0.9716865345
390	0.9705689429
391	0.9698610405
392	0.9686720888
393	0.9680177674
394	0.9665508234
395	0.9655874079
396	0.9643490084
397	0.9630138132
398	0.9615820804
399	0.9603664894
400	0.95871697
401	0.957564897
402	0.9567833584
403	0.9559051364
404	0.9550149228
405	0.9540638756
406	0.9529839395
407	0.9519502446
408	0.9508338003
409	0.9495515142
410	0.9488093226
411	0.9473689039
412	0.9462411056
413	0.9452804126
414	0.9441965287
415	0.9427403771
416	0.941772309
417	0.9403896073
418	0.939244479
419	0.9378899059
420	0.9364484234
421	0.9354987072
422	0.9342990195
423	0.9334082383
424	0.9325791452
425	0.9311814876
426	0.9303303573
427	0.9296103117
428	0.9277113494
429	0.9265994472
430	0.9259636499
431	0.9246945517
432	0.9236563916
433	0.9226635763
434	0.9210506312
435	0.9199353306
436	0.9191146426
437	0.9177156198
438	0.9163586655
439	0.9156545768
440	0.9141589069
441	0.9132398135
442	0.9125660457
443	0.9117245321
444	0.9108739803
445	0.9099989299
446	0.9092136457
447	0.9084248318
448	0.9073053548
449	0.9058271029
450	0.9051489042
451	0.9037102722
452	0.9029378213
453	0.901509811
454	0.9005336642
455	0.8998491417
456	0.8987599588
457	0.897593248
458	0.8959468184
459	0.8947096438
460	0.8930469077
461	0.8917836076
462	0.8908546892
463	0.889384661
464	0.8881337328
465	0.8867334778
466	0.8857917211
467	0.8849591918
468	0.8841013937
469	0.8830021202
470	0.8817761661
471	0.8808579064
472	0.879466157
473	0.8783460854
474	0.8772307396
475	0.8763441388
476	0.8756332482
477	0.8744986967
478	0.8735616309
479	0.8727140321
480	0.8712972292
481	0.8706696589
482	0.8697746719
483	0.869013823
484	0.8681613748
485	0.8673318268
486	0.8663917314
487	0.865523174
488	0.8644203208
489	0.8630749051
490	0.8620913114
491	0.861521013
492	0.8598325752
493	0.8590316501
494	0.8581989863
495	0.8573574461
496	0.856226842
497	0.8555158931
498	0.8541188166
499	0.8532272532
500	0.8523959822
501	0.8516629644
502	0.8509538592
503	0.8498754882
504	0.8487776556
505	0.8474334312
506	0.8467154005
507	0.8456899302
508	0.8447466046
509	0.8436661088
510	0.84248653
511	0.8413304948
512	0.8403995856
513	0.8398002841
514	0.8389118087
515	0.837607961
516	0.8366916861
517	0.8358621658
518	0.8351590287
519	0.8345088103
520	0.8331956013
521	0.8318405584
522	0.8306849229
523	0.8295218673
524	0.8287221498
525	0.8279818128
526	0.8274164411
527	0.8268354701
528	0.8253339429
529	0.8241110173
530	0.823381703
531	0.8221902273
532	0.8207161852
533	0.8197767712
534	0.8188287595
535	0.8174425369
536	0.8165092883
537	0.8152096468
538	0.8144917417
539	0.8135327994
540	0.8128640996
541	0.8116442457
542	0.8108272534
543	0.8099378739
544	0.8091578068
545	0.8080939433
546	0.8069571417
547	0.8059117566
548	0.8050938713
549	0.8040980527
550	0.8034708186
551	0.8021284629
552	0.8009507383
553	0.8002465448
554	0.7991983957
555	0.7984202732
556	0.7977278432
557	0.7966079223
558	0.7951500225
559	0.7941173062
560	0.7935585292
561	0.7925945149
562	0.7918172945
563	0.7910787607
564	0.7904657147
565	0.7892392973
566	0.7886769528
567	0.7874038291
568	0.7863059656
569	0.7855755874
570	0.7846487558
571	0.7837717142
572	0.783254664
573	0.7823300675
574	0.7814329113
575	0.7805558332
576	0.7792254468
577	0.7779777826
578	0.7767417214
579	0.7761361207
580	0.7753945122
581	0.7746501982
582	0.7738358412
583	0.7728983878
584	0.7719218354
585	0.7709668076
586	0.7703214692
587	0.769655612
588	0.7689686053
589	0.7680259859
590	0.7673740288
591	0.766297663
592	0.7656431516
593	0.764999979
594	0.7645042374
595	0.7637874599
596	0.7629107548
597	0.7617102533
598	0.7608888789
599	0.7596946424
600	0.758944781
601	0.7582115301
602	0.7575522049
603	0.7567076229
604	0.7559122768
605	0.7547052004
606	0.7539435199
607	0.7531759628
608	0.7523911847
609	0.7517000018
610	0.750656049
611	0.7500415203
612	0.7495359651
613	0.7488248121
614	0.7482280186
615	0.7475659038
616	0.7468020072
617	0.7455591286
618	0.7448929015
619	0.7440556032
620	0.7432933427
621	0.7419859638
622	0.7414432948
623	0.7406763748
624	0.7399509301
625	0.739335975
626	0.7386582288
627	0.7378732647
628	0.7373310721
629	0.7362748723
630	0.7349609721
631	0.7344906758
632	0.7334436383
633	0.73299565
634	0.7322849758
635	0.7313135959
636	0.7307720711
637	0.7295109209
638	0.7286983048
639	0.7279787094
640	0.7273113998
641	0.7262874029
642	0.7251698306
643	0.7247318748
644	0.7239170623
645	0.7232194364
646	0.7223240521
647	0.7213926076
648	0.7205174729
649	0.7197676422
650	0.7185325631
651	0.7175929188
652	0.7167146716
653	0.7160179231
654	0.7155245509
655	0.714864129
656	0.7140875724
657	0.7134652952
658	0.7122559498
659	0.7115601746
660	0.7108721141
661	0.7095946537
662	0.7085911342
663	0.7078287966
664	0.7072422528
665	0.7065269888
666	0.7058142583
667	0.7049422962
668	0.7043957662
669	0.7034948577
670	0.7028886588
671	0.7017129495
672	0.701139971
673	0.7004068471
674	0.6992033699
675	0.698225001
676	0.6976635205
677	0.6970107501
678	0.6963210774
679	0.6958944358
680	0.6953469843
681	0.6941179509
682	0.6931872209
683	0.6926948684
684	0.691725629
685	0.6910341742
686	0.6903729447
687	0.6895148057
688	0.6890508475
689	0.6881355338
690	0.6874021433
691	0.6864398847
692	0.6855271768
693	0.6843606209
694	0.6837521955
695	0.6831796035
696	0.682126075
697	0.6810285551
698	0.6803801835
699	0.6796001977
700	0.6784810366
701	0.6774046271
702	0.6761553408
703	0.6753138572
704	0.6742707519
705	0.6735501842
706	0.6728942491
707	0.671738397
708	0.6711217752
709	0.6703456129
710	0.6700213509
711	0.6691007498
712	0.6680649247
713	0.6671329849
714	0.6658329248
715	0.664616718
716	0.6639197697
717	0.6632120066
718	0.6625195701
719	0.661838395
720	0.6612993791
721	0.6604210744
722	0.6594300205
723	0.6589149554
724	0.658244104
725	0.657128064
726	0.6560717596
727	0.6554672453
728	0.6545594998
729	0.6540908267
730	0.6532790575
731	0.6521901688
732	0.6513972418
733	0.6508908376
734	0.6501167941
735	0.6491618811
736	0.6485648327
737	0.6479661893
738	0.6469599871
739	0.6462456272
740	0.6452530522
741	0.6441962174
742	0.6435123726
743	0.6429894185
744	0.6421896243
745	0.6415620393
746	0.64098342
747	0.6405226487
748	0.6396030956
749	0.6386346581
750	0.6379042693
751	0.6368577489
752	0.6361763623
753	0.6355767314
754	0.6347963738
755	0.6342420357
756	0.6333720479
757	0.6326684784
758	0.6316728351
759	0.6307352334
760	0.6299704697
761	0.6293357403
762	0.6282876256
763	0.6271460736
764	0.6262212904
765	0.6258553196
766	0.625294123
767	0.6248245033
768	0.6236715696
769	0.6230934794
770	0.6220048138
771	0.6215613699
772	0.6204979574
773	0.6197928315
774	0.6189389299
775	0.6183510892
776	0.6177887835
777	0.6173459128
778	0.6169804958
779	0.6164767602
780	0.6155197872
781	0.6149178513
782	0.6141407195
783	0.6130972957
784	0.6121342152
785	0.6112560582
786	0.6106148217
787	0.6100574744
788	0.6093679998
789	0.6086745547
790	0.6080610883
791	0.6073976175
792	0.6065064183
793	0.6056369154
794	0.6049629593
795	0.6038344684
796	0.603178328
797	0.6024278006
798	0.6016227391
799	0.6011056882
800	0.6001354778
801	0.5995185934
802	0.598582788
803	0.5978898177
804	0.5972511709
805	0.5966265881
806	0.5961027934
807	0.5954014316
808	0.594498179
809	0.593789356
810	0.5932402975
811	0.5927539299
812	0.5918252394
813	0.5913489676
814	0.5907099779
815	0.5897517272
816	0.5894322328
817	0.5889307943
818	0.5883210159
819	0.5874916307
820	0.5866477543
821	0.5861635185
822	0.5856568557
823	0.5850645683
824	0.5844446594
825	0.5834432649
826	0.5825891664
827	0.5818946723
828	0.5815572795
829	0.5810349821
830	0.5803777277
831	0.5794076465
832	0.5789178346
833	0.5782319542
834	0.5775443535
835	0.577151232
836	0.5765572531
837	0.5760968438
838	0.5750658905
839	0.5744968051
840	0.5738953922
841	0.573359249
842	0.5725649543
843	0.5720858146
844	0.5716362509
845	0.5706624701
846	0.5697228269
847	0.5691280676
848	0.568444767
849	0.5678704003
850	0.5675286098
851	0.5670533058
852	0.5665964723
853	0.5656549706
854	0.5647914181
855	0.5638589178
856	0.563407307
857	0.5624203113
858	0.5617101869
859	0.5610576077
860	0.5605312572
861	0.5599998968
862	0.5595196987
863	0.5589629336
864	0.5583960883
865	0.5578954653
866	0.5572820645
867	0.5564143793
868	0.5556744386
869	0.5552094508
870	0.5546731409
871	0.5537015878
872	0.5529908525
873	0.5524523509
874	0.5516719422
875	0.5511992043
876	0.5506349439
877	0.5500425661
878	0.5494048063
879	0.5488243961
880	0.5482206131
881	0.5474728316
882	0.5468541613
883	0.5462463762
884	0.5453965271
885	0.5445317591
886	0.543827134
887	0.5429645603
888	0.5424043973
889	0.5414727342
890	0.5404819501
891	0.5400712017
892	0.5392202476
893	0.538340973
894	0.5376780881
895	0.5373432833
896	0.5367975774
897	0.5358682718
898	0.5354575497
899	0.5350577181
900	0.5343324438
901	0.53377956
902	0.5331165371
903	0.5322913276
904	0.5315242605
905	0.530695902
906	0.5302964515
907	0.529286707
908	0.528803448
909	0.5278183558
910	0.5271510483
911	0.5267036685
912	0.5261733267
913	0.5251796371
914	0.5246699555
915	0.5239465968
916	0.5232826635
917	0.5227906867
918	0.5219853426
919	0.5214312695
920	0.520886862
921	0.5201912289
922	0.5197813274
923	0.5188488135
924	0.5180805346
925	0.5175405537
926	0.5167790481
927	0.5159161386
928	0.5154619913
929	0.5151548902
930	0.5146729999
931	0.5138035546
932	0.5133463958
933	0.5129251608
934	0.5122265046
935	0.5118078003
936	0.5112865331
937	0.5104708547
938	0.5099163235
939	0.5094109969
940	0.5085654995
941	0.5081477059
942	0.5074242877
943	0.5068394295
944	0.5064703238
945	0.5058890952
946	0.5053051055
947	0.504766311
948	0.5041825612
949	0.5038878287
950	0.5030917105
951	0.5023140676
952	0.5015290485
953	0.5010029052
954	0.5006504053
955	0.4999698829
956	0.4994653042
957	0.499089549
958	0.4986872324
959	0.4983246225
960	0.4975614354
961	0.4967126129
962	0.496272688
963	0.4956023801
964	0.4947579943
965	0.4943195928
966	0.4936792513
967	0.4931950082
968	0.4927210495
969	0.4924312234
970	0.491636488
971	0.4910696677
972	0.4906139404
973	0.4901878256
974	0.4894818776
975	0.4887094364
976	0.4878190286
977	0.4870757498
978	0.486644456
979	0.4860467374
980	0.485220481
981	0.4847659306
982	0.4844212964
983	0.4838260488
984	0.4829798523
985	0.4822275333
986	0.4814792011
987	0.4811585456
988	0.4807426083
989	0.4803399499
990	0.4796340745
991	0.4791039384
992	0.4783356363
993	0.4778396106
994	0.4772949842
995	0.4767396164
996	0.4760609667
997	0.4755747743
998	0.4748085325
999	0.4744119166
